id,binary_value
343,00000000000000000000100110001011
344,00000000000000000000100110000001
345,00000000000000000000100110010101
346,00000000000000000000100110010101
347,00000000000000000000100110010101
348,00000000000000000000100110001011
349,00000000000000000000100110001011
350,00000000000000000000100110001011
351,00000000000000000000100110001011
352,00000000000000000000100110001011
353,00000000000000000000100101110111
354,00000000000000000000100110000001
355,00000000000000000000100110001011
356,00000000000000000000100101110111
357,00000000000000000000100101110111
358,00000000000000000000100110000001
359,00000000000000000000100110000001
360,00000000000000000000100101101101
361,00000000000000000000100101101101
362,00000000000000000000100110001011
363,00000000000000000000100110000001
364,00000000000000000000100101110111
365,00000000000000000000100101110111
366,00000000000000000000100110000001
367,00000000000000000000100110001011
368,00000000000000000000100110001011
369,00000000000000000000100101100011
370,00000000000000000000100101110111
371,00000000000000000000100101101101
372,00000000000000000000100101011001
373,00000000000000000000100101100011
374,00000000000000000000100101110111
375,00000000000000000000100101101101
376,00000000000000000000100110000001
377,00000000000000000000100101110111
378,00000000000000000000100110001011
379,00000000000000000000100110010101
380,00000000000000000000100110010101
381,00000000000000000000100110001011
382,00000000000000000000100110000001
383,00000000000000000000100110001011
384,00000000000000000000100110010101
385,00000000000000000000100110011111
386,00000000000000000000100110001011
387,00000000000000000000100101110111
388,00000000000000000000100101100011
389,00000000000000000000100101011001
390,00000000000000000000100110000001
391,00000000000000000000100110001011
392,00000000000000000000100110000001
393,00000000000000000000100110001011
394,00000000000000000000100101110111
395,00000000000000000000100110001011
396,00000000000000000000100101110111
397,00000000000000000000100101100011
398,00000000000000000000100101001111
399,00000000000000000000100101100011
400,00000000000000000000100101101101
401,00000000000000000000100101101101
402,00000000000000000000100101100011
403,00000000000000000000100101110111
404,00000000000000000000100101110111
405,00000000000000000000100110001011
406,00000000000000000000100110101001
407,00000000000000000000100110011111
408,00000000000000000000100110010101
409,00000000000000000000100110001011
410,00000000000000000000100110010101
411,00000000000000000000100110010101
412,00000000000000000000100110010101
413,00000000000000000000100110010101
414,00000000000000000000100110010101
415,00000000000000000000100110010101
416,00000000000000000000100110010101
417,00000000000000000000100110101001
418,00000000000000000000100110010101
419,00000000000000000000100110001011
420,00000000000000000000100110010101
421,00000000000000000000100110001011
422,00000000000000000000100110000001
423,00000000000000000000100101101101
424,00000000000000000000100110000001
425,00000000000000000000100110011111
426,00000000000000000000100110001011
427,00000000000000000000100110001011
428,00000000000000000000100110000001
429,00000000000000000000100110001011
430,00000000000000000000100110001011
431,00000000000000000000100110000001
432,00000000000000000000100110001011
433,00000000000000000000100110001011
434,00000000000000000000100110010101
435,00000000000000000000100110010101
436,00000000000000000000100110010101
437,00000000000000000000100110000001
438,00000000000000000000100110001011
439,00000000000000000000100110001011
440,00000000000000000000100110010101
441,00000000000000000000100110001011
442,00000000000000000000100110001011
443,00000000000000000000100110000001
444,00000000000000000000100110000001
445,00000000000000000000100110000001
446,00000000000000000000100110010101
447,00000000000000000000100101100011
448,00000000000000000000100101101101
449,00000000000000000000100110000001
450,00000000000000000000100110001011
451,00000000000000000000100110000001
452,00000000000000000000100110010101
453,00000000000000000000100110000001
454,00000000000000000000100101110111
455,00000000000000000000100110000001
456,00000000000000000000100110000001
457,00000000000000000000100110000001
458,00000000000000000000100101110111
459,00000000000000000000100101101101
460,00000000000000000000100110010101
461,00000000000000000000100110000001
462,00000000000000000000100101100011
463,00000000000000000000100101100011
464,00000000000000000000100110000001
465,00000000000000000000100110000001
466,00000000000000000000100101110111
467,00000000000000000000100110001011
468,00000000000000000000100110000001
469,00000000000000000000100101110111
470,00000000000000000000100101101101
471,00000000000000000000100110000001
472,00000000000000000000100101101101
473,00000000000000000000100110000001
474,00000000000000000000100101101101
475,00000000000000000000100110001011
476,00000000000000000000100110010101
477,00000000000000000000100110001011
478,00000000000000000000100110000001
479,00000000000000000000100110001011
480,00000000000000000000100101100011
481,00000000000000000000100110000001
482,00000000000000000000100101101101
483,00000000000000000000100101101101
484,00000000000000000000100101101101
485,00000000000000000000100110011111
486,00000000000000000000100110010101
487,00000000000000000000100110010101
488,00000000000000000000100110001011
489,00000000000000000000100101110111
490,00000000000000000000100101100011
491,00000000000000000000100101100011
492,00000000000000000000100101000101
493,00000000000000000000100101100011
494,00000000000000000000100110010101
495,00000000000000000000100110001011
496,00000000000000000000100101101101
497,00000000000000000000100110001011
498,00000000000000000000100110010101
499,00000000000000000000100110010101
500,00000000000000000000100110000001
501,00000000000000000000100101101101
502,00000000000000000000100110011111
503,00000000000000000000100110011111
504,00000000000000000000100110101001
505,00000000000000000000100110101001
506,00000000000000000000100110110011
507,00000000000000000000100110011111
508,00000000000000000000100110101001
509,00000000000000000000100110010101
510,00000000000000000000100110011111
511,00000000000000000000100110000001
512,00000000000000000000100110001011
513,00000000000000000000100110011111
514,00000000000000000000100110011111
515,00000000000000000000100110111101
516,00000000000000000000100110110011
517,00000000000000000000100110011111
518,00000000000000000000100110001011
519,00000000000000000000100110001011
520,00000000000000000000100110101001
521,00000000000000000000100110011111
522,00000000000000000000100111011011
523,00000000000000000000100110101001
524,00000000000000000000100110101001
525,00000000000000000000100110010101
526,00000000000000000000100110000001
527,00000000000000000000100110010101
528,00000000000000000000100110101001
529,00000000000000000000100110011111
530,00000000000000000000100110011111
531,00000000000000000000100110101001
532,00000000000000000000100110101001
533,00000000000000000000100110011111
534,00000000000000000000100110110011
535,00000000000000000000101000000100
536,00000000000000000000100111100101
537,00000000000000000000100110110011
538,00000000000000000000100110010101
539,00000000000000000000100110011111
540,00000000000000000000100110110011
541,00000000000000000000100110101001
542,00000000000000000000100110110011
543,00000000000000000000100110111101
544,00000000000000000000100111010001
545,00000000000000000000100111000111
546,11111111111111111110000011101100
547,11111111111111111110000011101100
548,11111111111111111110000011101100
549,11111111111111111110000011101100
550,11111111111111111110000011101100
551,11111111111111111110000011101100
552,11111111111111111110001000100110
553,11111111111111111110001000100110
554,11111111111111111110001000100110
555,11111111111111111110001000100110
556,11111111111111111110001000100110
557,11111111111111111110001000100110
558,11111111111111111110001000100110
559,11111111111111111110001000100110
560,11111111111111111110001000100110
561,11111111111111111110001100101011
562,11111111111111111110001100101011
563,11111111111111111110001100101011
564,11111111111111111110001100101011
565,11111111111111111110001100101011
566,11111111111111111110001100101011
567,11111111111111111110001100101011
568,11111111111111111110001100101011
569,11111111111111111110001100101011
570,11111111111111111110001100101011
571,11111111111111111110001100101011
572,11111111111111111110001100101011
573,11111111111111111110001100101011
574,11111111111111111110001100101011
575,11111111111111111110001100101011
576,11111111111111111110001100101011
577,11111111111111111110001100101011
578,11111111111111111110001100101011
579,11111111111111111110001100101011
580,11111111111111111110001100101011
581,11111111111111111110001100101011
582,11111111111111111110001100101011
583,11111111111111111110001100101011
584,11111111111111111110001100101011
585,11111111111111111110001100101011
586,11111111111111111110001000100110
587,11111111111111111110001100101011
588,11111111111111111110001100101011
589,11111111111111111110001100101011
590,11111111111111111110001100101011
591,11111111111111111110001100101011
592,11111111111111111110001100101011
593,00000000000000000000101001111101
594,11111111111111111110001100101011
595,00000000000000000000101000110110
596,00000000000000000000101000101100
597,00000000000000000000101000101100
598,00000000000000000000101000100010
599,00000000000000000000101000101100
600,00000000000000000000101000101100
601,00000000000000000000101000101100
602,00000000000000000000101000011000
603,00000000000000000000101000100010
604,00000000000000000000101000110110
605,00000000000000000000101000110110
606,00000000000000000000101000011000
607,00000000000000000000101000101100
608,00000000000000000000101000101100
609,00000000000000000000101000101100
610,00000000000000000000101000100010
611,00000000000000000000101000011000
612,00000000000000000000101000100010
613,00000000000000000000101001011111
614,00000000000000000000101001000000
615,00000000000000000000101001000000
616,00000000000000000000101001000000
617,00000000000000000000101000101100
618,00000000000000000000101000101100
619,00000000000000000000101001010101
620,00000000000000000000101001001010
621,00000000000000000000101001001010
622,00000000000000000000101001010101
623,00000000000000000000101001010101
624,00000000000000000000101001011111
625,00000000000000000000101001001010
626,00000000000000000000101001000000
627,00000000000000000000101001001010
628,00000000000000000000101001001010
629,00000000000000000000101001011111
630,00000000000000000000101001110011
631,00000000000000000000101001101001
632,00000000000000000000101001110011
633,00000000000000000000101001011111
634,00000000000000000000101001000000
635,00000000000000000000101001011111
636,00000000000000000000101001110011
637,00000000000000000000101001001010
638,00000000000000000000101001010101
639,00000000000000000000101001000000
640,00000000000000000000101001010101
641,00000000000000000000101001001010
642,00000000000000000000101001011111
643,00000000000000000000101001010101
644,00000000000000000000101001101001
645,00000000000000000000101001000000
646,00000000000000000000101001000000
647,00000000000000000000101001011111
648,00000000000000000000101001011111
649,00000000000000000000101001101001
650,00000000000000000000101001101001
651,00000000000000000000101001110011
652,00000000000000000000101001010101
653,00000000000000000000101001000000
654,00000000000000000000101001011111
655,00000000000000000000101001001010
656,00000000000000000000101001010101
657,00000000000000000000101001010101
658,00000000000000000000101000110110
659,00000000000000000000101001000000
660,00000000000000000000101001000000
661,00000000000000000000101001110011
662,00000000000000000000101010011100
663,00000000000000000000101001111101
664,00000000000000000000101001001010
665,00000000000000000000101001010101
666,00000000000000000000101001101001
667,00000000000000000000101001011111
668,00000000000000000000101001010101
669,00000000000000000000101001101001
670,00000000000000000000101001010101
671,00000000000000000000101001001010
672,00000000000000000000101001010101
673,00000000000000000000101001010101
674,00000000000000000000101001011111
675,00000000000000000000101001011111
676,00000000000000000000101001101001
677,00000000000000000000101001101001
678,00000000000000000000101001111101
679,00000000000000000000101001111101
680,00000000000000000000101010000111
681,00000000000000000000101010000111
682,00000000000000000000101010010001
683,00000000000000000000101010000111
684,00000000000000000000101010011100
685,00000000000000000000101010000111
686,00000000000000000000101010010001
687,00000000000000000000101011000100
688,00000000000000000000101001010101
689,00000000000000000000101001111101
690,00000000000000000000101001101001
691,00000000000000000000101001110011
692,00000000000000000000101001101001
693,00000000000000000000101001010101
694,00000000000000000000101010000111
695,00000000000000000000101001110011
696,00000000000000000000101100110101
697,00000000000000000000101011011001
698,00000000000000000000101001110011
699,00000000000000000000101010000111
700,00000000000000000000101001111101
701,00000000000000000000101001010101
702,00000000000000000000101001011111
703,00000000000000000000101010011100
704,00000000000000000000101010100110
705,00000000000000000000101010010001
706,00000000000000000000101010110000
707,00000000000000000000101010000111
708,00000000000000000000101001111101
709,00000000000000000000101011000100
710,00000000000000000000101010000111
711,00000000000000000000101010111010
712,00000000000000000000101010100110
713,00000000000000000000101001110011
714,00000000000000000000101001111101
715,00000000000000000000101010011100
716,00000000000000000000101010000111
717,00000000000000000000101001111101
718,00000000000000000000101000011000
719,00000000000000000000101001000000
720,00000000000000000000101000011000
721,00000000000000000000101000001110
722,00000000000000000000101001000000
723,00000000000000000000101001011111
724,00000000000000000000101001000000
725,00000000000000000000101000101100
726,00000000000000000000101000110110
727,00000000000000000000101001001010
728,00000000000000000000101001000000
729,00000000000000000000101001000000
730,00000000000000000000101001000000
731,00000000000000000000101001010101
732,00000000000000000000101000110110
733,00000000000000000000101001001010
734,00000000000000000000101001001010
735,00000000000000000000101000101100
736,00000000000000000000101001001010
737,00000000000000000000101000110110
738,00000000000000000000101000101100
739,00000000000000000000101000110110
740,00000000000000000000101001000000
741,00000000000000000000101001010101
742,00000000000000000000101001010101
743,00000000000000000000101001011111
744,00000000000000000000101001010101
745,00000000000000000000101000110110
746,00000000000000000000101001000000
747,00000000000000000000101001001010
748,00000000000000000000101001001010
749,00000000000000000000101001000000
750,00000000000000000000101001001010
751,00000000000000000000101000110110
752,00000000000000000000101000011000
753,00000000000000000000101000100010
754,00000000000000000000101000100010
755,00000000000000000000101000100010
756,00000000000000000000101000101100
757,00000000000000000000101000100010
758,00000000000000000000101000011000
759,00000000000000000000101000101100
760,00000000000000000000101000011000
761,00000000000000000000101000100010
762,00000000000000000000101000000100
763,00000000000000000000101000000100
764,00000000000000000000101000011000
765,00000000000000000000101000110110
766,00000000000000000000101000100010
767,00000000000000000000101000000100
768,00000000000000000000101000001110
769,00000000000000000000101000011000
770,00000000000000000000101000100010
771,00000000000000000000101000011000
772,00000000000000000000101000011000
773,00000000000000000000101000011000
774,00000000000000000000101000101100
775,00000000000000000000101001111101
776,00000000000000000000101001101001
777,00000000000000000000101001010101
778,00000000000000000000101001000000
779,00000000000000000000100111100101
780,00000000000000000000100111100101
781,00000000000000000000100111000111
782,00000000000000000000100111011011
783,00000000000000000000100111010001
784,00000000000000000000100111010001
785,00000000000000000000100111110000
786,00000000000000000000100111011011
787,00000000000000000000100111010001
788,00000000000000000000100111011011
789,00000000000000000000100111100101
790,00000000000000000000100111011011
791,00000000000000000000100111110000
792,00000000000000000000100111111010
793,00000000000000000000100111010001
794,00000000000000000000100111111010
795,00000000000000000000100111111010
796,00000000000000000000101000000100
797,00000000000000000000100111111010
798,00000000000000000000100111110000
799,00000000000000000000101000001110
800,00000000000000000000100111100101
801,00000000000000000000100111110000
802,00000000000000000000101000000100
803,00000000000000000000101000001110
804,00000000000000000000100111100101
805,00000000000000000000100111100101
806,00000000000000000000101000001110
807,00000000000000000000100111110000
808,00000000000000000000101000011000
809,00000000000000000000101000100010
810,00000000000000000000100111111010
811,00000000000000000000100111111010
812,00000000000000000000101001101001
813,00000000000000000000101001001010
814,00000000000000000000101001001010
815,00000000000000000000101001001010
816,00000000000000000000101001010101
817,00000000000000000000101001001010
818,00000000000000000000101001000000
819,00000000000000000000101000100010
820,00000000000000000000100111111010
821,00000000000000000000101000000100
822,00000000000000000000101000001110
823,00000000000000000000100111111010
824,00000000000000000000100111000111
825,00000000000000000000100111011011
826,00000000000000000000100111111010
827,00000000000000000000101000000100
828,00000000000000000000101000000100
829,00000000000000000000101000000100
830,00000000000000000000101000100010
831,00000000000000000000101000110110
832,00000000000000000000101000100010
833,00000000000000000000101000011000
834,00000000000000000000100111111010
835,00000000000000000000101000011000
836,00000000000000000000101000110110
837,00000000000000000000101000110110
838,00000000000000000000101000001110
839,00000000000000000000101000011000
840,00000000000000000000101000011000
841,00000000000000000000101000011000
842,00000000000000000000101000101100
843,00000000000000000000101000100010
844,00000000000000000000101000011000
845,00000000000000000000101000101100
846,00000000000000000000101000110110
847,00000000000000000000101000011000
848,00000000000000000000100111111010
849,00000000000000000000101000000100
850,00000000000000000000101000101100
851,00000000000000000000101000101100
852,00000000000000000000101000110110
853,00000000000000000000101000100010
854,00000000000000000000101001000000
855,00000000000000000000101000100010
856,00000000000000000000101000001110
857,00000000000000000000101000000100
858,00000000000000000000101000000100
859,00000000000000000000101000000100
860,00000000000000000000101000001110
861,00000000000000000000101000100010
862,00000000000000000000101000001110
863,00000000000000000000101000100010
864,00000000000000000000101000011000
865,00000000000000000000101000001110
866,00000000000000000000101000001110
867,00000000000000000000101000011000
868,00000000000000000000101000001110
869,00000000000000000000101000001110
870,00000000000000000000101000100010
871,00000000000000000000101000100010
872,00000000000000000000101000000100
873,00000000000000000000101000001110
874,00000000000000000000101000100010
875,00000000000000000000101000101100
876,00000000000000000000101000011000
877,00000000000000000000101000001110
878,00000000000000000000101000000100
879,00000000000000000000101000000100
880,00000000000000000000101000000100
881,00000000000000000000100111111010
882,00000000000000000000100111111010
883,00000000000000000000100111111010
884,00000000000000000000101000000100
885,00000000000000000000101000011000
886,00000000000000000000101000011000
887,00000000000000000000101000100010
888,00000000000000000000101000100010
889,00000000000000000000101000011000
890,00000000000000000000100111111010
891,00000000000000000000101000100010
892,00000000000000000000100111111010
893,00000000000000000000101000001110
894,00000000000000000000100110110011
895,00000000000000000000100101101101
896,00000000000000000000100101101101
897,00000000000000000000100110011111
898,00000000000000000000100110011111
899,00000000000000000000100110010101
900,00000000000000000000100110000001
901,00000000000000000000100110010101
902,00000000000000000000100110001011
903,00000000000000000000100110010101
904,00000000000000000000100101110111
905,00000000000000000000100110000001
906,00000000000000000000100110001011
907,00000000000000000000100110000001
908,00000000000000000000100110001011
909,00000000000000000000100101110111
910,00000000000000000000100110001011
911,00000000000000000000100110000001
912,00000000000000000000100110101001
913,00000000000000000000100110010101
914,00000000000000000000100110010101
915,00000000000000000000100110011111
916,00000000000000000000100110010101
917,00000000000000000000100110000001
918,00000000000000000000100110010101
919,00000000000000000000100110010101
920,00000000000000000000100110000001
921,00000000000000000000100110000001
922,00000000000000000000100110000001
923,00000000000000000000100110101001
924,00000000000000000000100110101001
925,00000000000000000000100110011111
926,00000000000000000000100110001011
927,00000000000000000000100110010101
928,00000000000000000000100110010101
929,00000000000000000000100110001011
930,00000000000000000000100110000001
931,00000000000000000000100110000001
932,00000000000000000000100110001011
933,00000000000000000000100110001011
934,00000000000000000000100101101101
935,00000000000000000000100101101101
936,00000000000000000000100110001011
937,00000000000000000000100101100011
938,00000000000000000000100101101101
939,00000000000000000000100110001011
940,00000000000000000000100110000001
941,00000000000000000000100101110111
942,00000000000000000000100110000001
943,00000000000000000000100101110111
944,00000000000000000000100101101101
945,00000000000000000000100101101101
946,00000000000000000000100110000001
947,00000000000000000000100110001011
948,00000000000000000000100110011111
949,00000000000000000000100110000001
950,00000000000000000000100110001011
951,00000000000000000000100110000001
952,00000000000000000000100101110111
953,00000000000000000000100101110111
954,00000000000000000000100101101101
955,00000000000000000000100101110111
956,00000000000000000000100110000001
957,00000000000000000000100110001011
958,00000000000000000000100110010101
959,00000000000000000000100110000001
960,00000000000000000000100110000001
961,00000000000000000000100101110111
962,00000000000000000000100110001011
963,00000000000000000000100110110011
964,00000000000000000000100110010101
965,00000000000000000000100110010101
966,00000000000000000000100101110111
967,00000000000000000000100101101101
968,00000000000000000000100110010101
969,00000000000000000000100101100011
970,00000000000000000000100101100011
971,00000000000000000000100101110111
972,00000000000000000000100101110111
973,00000000000000000000100101101101
974,00000000000000000000100110000001
975,00000000000000000000100110000001
976,00000000000000000000100110001011
977,00000000000000000000100110001011
978,00000000000000000000100110010101
979,00000000000000000000100110010101
980,00000000000000000000100110101001
981,00000000000000000000100110011111
982,00000000000000000000100110000001
983,00000000000000000000100101110111
984,00000000000000000000100110000001
985,00000000000000000000100110001011
986,00000000000000000000100101110111
987,00000000000000000000100101110111
988,00000000000000000000100101100011
989,00000000000000000000100110000001
990,00000000000000000000100110001011
991,00000000000000000000100110010101
992,00000000000000000000100110010101
993,00000000000000000000100110001011
994,00000000000000000000100110001011
995,00000000000000000000100110010101
996,00000000000000000000100110101001
997,00000000000000000000100110010101
